Entité,Tatouage,CodeEx,Axe,Sens,Description,Tunnel,GPS,type,nbrBr,nbrEx,nbrPc
AGER_NORD,L11.345G,NSY-101/LAN,A1,Y,Niche sécurité NSY-101 - PAU AL01H - Tunnel du Landy,LANDY,"48.918630,2.357723",sécurité,1,2,1
AGER_NORD,L11.346H,NSY-009/LAN,A1,Y,Niche sécurité NSY-009 - PAU AL01F - Tunnel du Landy,LANDY,"48.916443,2.357882",sécurité,1,2,1
AGER_NORD,L11.347J,NSY-007/LAN,A1,Y,Niche sécurité NSY-007 - PAU AL01D - Tunnel du Landy,LANDY,"48.914818,2.358005",sécurité,1,2,1
AGER_NORD,L11.348K,NSY-005/LAN,A1,Y,Niche sécurité NSY-005 - PAU AL01B - Tunnel du Landy,LANDY,"48.912518,2.358192",sécurité,1,2,1
AGER_NORD,L11.349L,NSY-003/LAN,A1,Y,Niche sécurité NSY-003 - PAU AL00E - Tunnel du Landy,LANDY,"48.910350,2.358369",sécurité,1,2,1
AGER_SUD,L11.352P,NS01/BIC,A6B,W,Niche sécurité NS01 - PAU SB00W - Tunnel Bicêtre,BICETRE,"48.813866,2.355175",sécurité,0,2,1
AGER_SUD,L11.353R,NS02/BIC,A6B,Y,Niche sécurité NS02 - PAU SB00F - Tunnel Bicêtre,BICETRE,"48.813970,2.354900",sécurité,0,2,1
AGER_SUD,L11.354S,NS03/BIC,A6B,W,Niche sécurité NS03 - PAU SB00V - Tunnel Bicêtre,BICETRE,"48.812700,2.353645",sécurité,0,2,1
AGER_SUD,L11.355T,NS04/BIC,A6B,Y,Niche sécurité NS04 - PAU SB00G - Tunnel Bicêtre,BICETRE,"48.812866,2.353475",sécurité,0,2,1
AGER_SUD,L11.356U,NS05/BIC,A6B,W,Niche sécurité NS05 - PAU SB00U - Tunnel Bicêtre,BICETRE,"48.811930,2.352158",sécurité,0,2,1
AGER_SUD,L11.357V,NS06/BIC,A6B,Y,Niche sécurité NS06 - PAU SB00H - Tunnel Bicêtre,BICETRE,"48.812138,2.352125",sécurité,0,2,1
AGER_SUD,L11.358W,NS07/BIC,A6B,W,Niche sécurité NS07 - PAU SB00T - Tunnel Bicêtre,BICETRE,"48.811012,2.350662",sécurité,0,2,1
AGER_SUD,L11.359X,NS08/BIC,A6B,Y,Niche sécurité NS08 - PAU SB00I - Tunnel Bicêtre,BICETRE,"48.811160,2.350494",sécurité,0,2,1
AGER_SUD,L11.361A,NS09/BIC,A6B,W,Niche sécurité NS09 - PAU SB00S - Tunnel Bicêtre,BICETRE,"48.809940,2.349575",sécurité,0,2,1
AGER_SUD,L11.362C,NS10/BIC,A6B,Y,Niche sécurité NS10 - PAU SB00J - Tunnel Bicêtre,BICETRE,"48.810028,2.349328",sécurité,0,2,1
AGER_SUD,L11.363D,NS11/BIC,A6B,W,Niche sécurité NS11 - PAU SB00R - Tunnel Bicêtre,BICETRE,"48.808820,2.348509",sécurité,0,2,1
AGER_SUD,L11.364E,NS12/BIC,A6B,Y,Niche sécurité NS12 - PAU SB00K - Tunnel Bicêtre,BICETRE,"48.808950,2.348336",sécurité,0,2,1
AGER_SUD,L11.365F,NS13/BIC,A6B,W,Niche sécurité NS13 - PAU SB01V - Tunnel Bicêtre,BICETRE,"48.807747,2.347402",sécurité,0,2,1
AGER_SUD,L11.366G,NS14/BIC,A6B,Y,Niche sécurité NS14 - PAU SB01A - Tunnel Bicêtre,BICETRE,"48.807835,2.347142",sécurité,0,2,1
AGER_SUD,L11.367H,NS15/BIC,A6B,W,Niche sécurité NS15 - PAU SB01U - Tunnel Bicêtre,BICETRE,"48.806060,2.345814",sécurité,0,2,1
AGER_SUD,L11.368J,NS16/BIC,A6B,Y,Niche sécurité NS16 - PAU SB01B - Tunnel Bicêtre,BICETRE,"48.806168,2.345556",sécurité,0,2,1
AGER_SUD,L11.369K,NS17/BIC,A6B,W,Niche sécurité NS17 - PAU SB01T - Tunnel Bicêtre,BICETRE,"48.804400,2.344411",sécurité,0,2,1
AGER_SUD,L11.371M,NS18/BIC,A6B,Y,Niche sécurité NS18 - PAU SB01C - Tunnel Bicêtre,BICETRE,"48.804440,2.344169",sécurité,0,2,1
AGER_SUD,L11.372N,NS19/BIC,A6B,W,Niche sécurité NS19 - PAU SB01S - Tunnel Bicêtre,BICETRE,"48.803104,2.343941",sécurité,0,2,1
AGER_SUD,L11.373P,NS20/BIC,A6B,Y,Niche sécurité NS20 - PAU SB01D - Tunnel Bicêtre,BICETRE,"48.803060,2.343704",sécurité,0,2,1
AGER_SUD,L11.374R,NS21/BIC,A6B,W,Niche sécurité NS21 - PAU SB01R - Tunnel Bicêtre,BICETRE,"48.801826,2.343652",sécurité,0,2,1
AGER_SUD,L11.375S,NS22/BIC,A6B,Y,Niche sécurité NS22 - PAU SB01E - Tunnel Bicêtre,BICETRE,"48.801792,2.343377",sécurité,0,2,1
AGER_OUEST_N,L11.383A,ECH-NS-01 B5/DEF,A14XA86,W>I,Niche sécurité NS-01 sur Bretelle B5 - PAU NW04R - Tunnel de Nanterre-La Défense,ECHANGEUR_NANTERRE,"48.902067,2.199486",sécurité,0,2,1
AGER_OUEST_N,L11.384C,ECH-NI-01 B5/DEF,A14XA86,W>I,Niche incendie NI-01 sur Bretelle B5 - Tunnel de Nanterre-La Défense,ECHANGEUR_NANTERRE,"48.902044,2.199494",incendie,1,0,0
AGER_OUEST_N,L11.385D,ECH-NI-02 B5/DEF,A14XA86,W>I,Niche incendie NI-02 sur Bretelle B5 - Tunnel de Nanterre-La Défense,ECHANGEUR_NANTERRE,"48.900586,2.200507",incendie,1,0,0
AGER_OUEST_N,L11.386E,ECH-NS-02 B5/DEF,A14XA86,W>I,Niche sécurité NS-02 sur Bretelle B5 - PAU NW04S - Tunnel de Nanterre-La Défense,ECHANGEUR_NANTERRE,"48.900583,2.200517",sécurité,0,2,1
AGER_OUEST_N,L11.387F,ECH-NS-03 B5/DEF,A14XA86,W>I,Niche sécurité NS-03 sur Bretelle B5 - PAU NW04T - Tunnel de Nanterre-La Défense,ECHANGEUR_NANTERRE,"48.901096,2.202795",sécurité,0,2,1
AGER_OUEST_N,L11.388G,ECH-NI-03 B5/DEF,A14XA86,W>I,Niche incendie NI-03 sur Bretelle B5 - Tunnel de Nanterre-La Défense,ECHANGEUR_NANTERRE,"48.901105,2.202811",incendie,1,0,0
AGER_OUEST_N,L11.389H,ECH-NS-04 B5/DEF,A14XA86,W>I,Niche sécurité NS-04 sur Bretelle B5 - PAU NW04U - Tunnel de Nanterre-La Défense,ECHANGEUR_NANTERRE,"48.902116,2.204259",sécurité,0,2,1
AGER_OUEST_B,L11.516J,NSY-008/CLO,A13,Y,Niche sécurité NSY-008 - PAU MR04D - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.839897,2.205789",sécurité,1,2,0
AGER_OUEST_B,L11.517K,NSW-007/CLO,A13,W,Niche sécurité NSW-007 - PAU MR03T - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.838790,2.215282",sécurité,1,2,1
AGER_OUEST_B,L11.518L,NSW-008/CLO,A13,W,Niche sécurité NSW-008 - PAU MR03U - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.838875,2.216626",sécurité,1,2,1
AGER_OUEST_B,L11.519M,NSW-009/CLO,A13,W,Niche sécurité NSW-009 - PAU MR03V - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.839073,2.218000",sécurité,1,2,1
AGER_OUEST_B,L11.521P,NIY-001/CLO,A13,Y,Niche incendie NIY-001 - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.839590,2.214614",incendie,1,0,0
AGER_OUEST_B,L11.522R,NIY-002/CLO,A13,Y,Niche incendie NIY-002 - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.839714,2.212389",incendie,1,0,0
AGER_OUEST_B,L11.523S,NIY-003/CLO,A13,Y,Niche incendie NIY-003 - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.839820,2.210900",incendie,1,0,0
AGER_OUEST_B,L11.524T,NIY-004/CLO,A13,Y,Niche incendie NIY-004 - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.839916,2.207544",incendie,1,0,0
AGER_OUEST_B,L11.525U,NIY-005/CLO,A13,Y,Niche incendie NIY-005 - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.839810,2.209059",incendie,1,0,0
AGER_OUEST_B,L11.526V,NIY-006/CLO,A13,Y,Niche incendie NIY-006 - Tunnel de Saint-Cloud,SAINT-CLOUD,"48.839867,2.207804",incendie,1,0,0
AGER_OUEST_B,L11.527W,NIW-001/PAR,A13,W,Niche incendie NIW-001 - Tunnel Ambroise Paré,AMBROISE_PARE,"48.848152,2.232595",incendie,1,0,0
AGER_OUEST_B,L11.528X,NIW-002/PAR,A13,W,Niche incendie NIW-002 - Tunnel Ambroise Paré,AMBROISE_PARE,"48.848087,2.234893",incendie,2,0,0
AGER_OUEST_B,L11.529Y,NIW-003/PAR,A13,W,Niche incendie NIW-003 - Tunnel Ambroise Paré,AMBROISE_PARE,"48.848110,2.236001",incendie,0,0,0
AGER_OUEST_B,L11.531C,NIW-004/PAR,A13,W,Niche incendie NIW-004 dans IS440 - Tunnel Ambroise Paré,AMBROISE_PARE,"48.848130,2.237267",incendie,1,0,0
AGER_OUEST_B,L11.532D,NIW-005/PAR,A13,W,Niche incendie NIW-005 - Tunnel Ambroise Paré,AMBROISE_PARE,"48.848230,2.238086",incendie,1,0,0
AGER_OUEST_B,L11.533E,NIW-006/PAR,A13,W,Niche incendie NIW-006 dans IS442 - Tunnel Ambroise Paré,AMBROISE_PARE,"48.848156,2.239108",incendie,1,0,0
AGER_OUEST_B,L11.534F,NIW-007/PAR,A13,W,Niche incendie NIW-007 - Tunnel Ambroise Paré,AMBROISE_PARE,"48.848198,2.240264",incendie,1,0,0
AGER_OUEST_B,L11.535G,NIW-008/PAR,A13,W,Niche incendie NIW-008 - Tunnel Ambroise Paré,AMBROISE_PARE,"48.848186,2.241539",incendie,1,0,0
AGER_OUEST_B,L11.536H,NIW-009/PAR,A13,W,Niche incendie NIW-009 - Tunnel Ambroise Paré,AMBROISE_PARE,"48.848160,2.243631",incendie,1,0,0
AGER_OUEST_B,L11.537J,NIY-001/PAR,A13,Y,Niche incendie NIY-001 - Tunnel Ambroise Paré,AMBROISE_PARE,"48.848568,2.243572",incendie,1,0,0
AGER_OUEST_B,L11.538K,NIY-002/PAR,A13,Y,Niche incendie NIY-002 - Tunnel Ambroise Paré,AMBROISE_PARE,"48.848540,2.242508",incendie,1,0,0
AGER_OUEST_B,L11.539L,NIY-003/PAR,A13,Y,Niche incendie NIY-003 dans IS432 - Tunnel Ambroise Paré,AMBROISE_PARE,"48.848515,2.241225",incendie,1,0,0
AGER_OUEST_B,L11.541N,NIY-004/PAR,A13,Y,Niche incendie NIY-004 - Tunnel Ambroise Paré,AMBROISE_PARE,"48.848540,2.239869",incendie,1,0,0
AGER_OUEST_B,L11.542P,NIY-005/PAR,A13,Y,Niche incendie NIY-005 - Tunnel Ambroise Paré,AMBROISE_PARE,"48.848492,2.238753",incendie,1,0,0
AGER_OUEST_B,L11.543R,NIY-006/PAR,A13,Y,Niche incendie NIY-006 dans IS435 - Tunnel Ambroise Paré,AMBROISE_PARE,"48.848515,2.241225",incendie,1,0,0
AGER_OUEST_B,L11.544S,NIY-007/PAR,A13,Y,Niche incendie NIY-007 - Tunnel Ambroise Paré,AMBROISE_PARE,"48.848450,2.235968",incendie,1,0,0
AGER_OUEST_B,L11.545T,NIY-008/PAR,A13,Y,Niche incendie NIY-008 - Tunnel Ambroise Paré,AMBROISE_PARE,"48.848427,2.234896",incendie,1,0,0
AGER_OUEST_B,L11.546U,NIY-009/PAR,A13,Y,Niche incendie NIY-009 - Tunnel Ambroise Paré,AMBROISE_PARE,"48.848480,2.232844",incendie,1,0,0
AGER_SUD,L11.552C,NS1/ITA,A6B,Y,Niche sécurité NS1 - PAU SB00A - Tunnel d'Italie,ITALIE,"48.816334,2.361095",sécurité,0,2,1
AGER_SUD,L11.553D,NS2/ITA,A6B,Y,Niche sécurité NS2 - PAU SB00B - Tunnel d'Italie,ITALIE,"48.816444,2.359117",sécurité,0,2,1
AGER_SUD,L11.554E,NS3/ITA,A6B,Y,Niche sécurité NS3 - PAU SB00C - Tunnel d'Italie,ITALIE,"48.816517,2.357916",sécurité,0,2,1
AGER_SUD,L11.555F,NS4/ITA,A6B,Y,Niche sécurité NS4 - PAU SB00D - Tunnel d'Italie,ITALIE,"48.816257,2.356729",sécurité,0,2,1
AGER_SUD,L11.556G,NS5/ITA,A6B,Y,Niche sécurité NS5 - PAU SB00E - Tunnel d'Italie,ITALIE,"48.815630,2.356237",sécurité,0,2,1
AGER_SUD,L11.557H,NS6/ITA,A6B,W,Niche sécurité NS6 - PAU SB00X - Tunnel d'Italie,ITALIE,"48.815483,2.356417",sécurité,0,2,1
AGER_EST,L11.594C,NS-Y1,N19,Y,Niche sécurité NSY-001 - PAU BS17A - Tunnel de Boissy,BOISSY,"48.752857,2.512318",sécurité,0,2,1
AGER_EST,L11.595D,NS-Y2,N19,Y,Niche sécurité NSY-002 - PAU BS17B - Tunnel de Boissy,BOISSY,"48.751910,2.513357",sécurité,0,2,1
AGER_EST,L11.596E,NS-Y3,N19,Y,Niche sécurité NSY-003 - PAU BS17C - Tunnel de Boissy,BOISSY,"48.750706,2.514284",sécurité,0,2,1
AGER_EST,L11.597F,NS-Y4,N19,Y,Niche sécurité NSY-004 - PAU BS17D - Tunnel de Boissy,BOISSY,"48.749386,2.514902",sécurité,0,2,1
AGER_EST,L11.598G,NS-Y5,N19,Y,Niche sécurité NSY-005 - PAU BS18A - Tunnel de Boissy,BOISSY,"48.747696,2.514700",sécurité,0,2,1
AGER_EST,L11.599H,NS-Y6,N19,Y,Niche sécurité NSY-006 - PAU BS18B - Tunnel de Boissy,BOISSY,"48.746513,2.514290",sécurité,0,2,1
AGER_EST,L11.601K,NS-W1,N19,W,Niche sécurité NSW-001 - PAU BS18R - Tunnel de Boissy,BOISSY,"48.746720,2.514784",sécurité,0,2,1
AGER_EST,L11.602L,NS-W2,N19,W,Niche sécurité NSW-002 - PAU BS18S - Tunnel de Boissy,BOISSY,"48.747640,2.515086",sécurité,0,2,1
AGER_EST,L11.603M,NS-W3,N19,W,Niche sécurité NSW-003 - PAU BS17R - Tunnel de Boissy,BOISSY,"48.749416,2.515313",sécurité,0,2,1
AGER_EST,L11.604N,NS-W4,N19,W,Niche sécurité NSW-004 - PAU BS17S - Tunnel de Boissy,BOISSY,"48.750824,2.514650",sécurité,0,2,1
AGER_EST,L11.605P,NS-W5,N19,W,Niche sécurité NSW-005 - PAU BS17T - Tunnel de Boissy,BOISSY,"48.751650,2.514015",sécurité,0,2,1
AGER_EST,L11.606R,NS-W6,N19,W,Niche sécurité NSW-006 - PAU BS17U - Tunnel de Boissy,BOISSY,"48.753048,2.512668",sécurité,0,2,1
AGER_EST,L11.607S,NI-Y1,N19,Y,Niche incendie NIY-001 - Tunnel de Boissy,BOISSY,"48.752857,2.512318",incendie,1,0,0
AGER_EST,L11.608T,NI-Y2,N19,Y,Niche incendie NIY-002 - Tunnel de Boissy,BOISSY,"48.751910,2.513357",incendie,0,0,0
AGER_EST,L11.609U,NI-Y3,N19,Y,Niche incendie NIY-003 - Tunnel de Boissy,BOISSY,"48.750706,2.514284",incendie,0,0,0
AGER_EST,L11.611W,NI-Y4,N19,Y,Niche incendie NIY-004 - Tunnel de Boissy,BOISSY,"48.749386,2.514902",incendie,0,0,0
AGER_EST,L11.612X,NI-Y5,N19,Y,Niche incendie NIY-005 - Tunnel de Boissy,BOISSY,"48.747696,2.514700",incendie,0,0,0
AGER_EST,L11.613Y,NI-Y6,N19,Y,Niche incendie NIY-006 - Tunnel de Boissy,BOISSY,"48.746513,2.514290",incendie,1,0,0
AGER_EST,L11.614A,NI-W1,N19,W,Niche incendie NIW-001 - Tunnel de Boissy,BOISSY,"48.746720,2.514784",incendie,1,0,0
AGER_EST,L11.615C,NI-W2,N19,W,Niche incendie NIW-002 - Tunnel de Boissy,BOISSY,"48.747618,2.515087",incendie,0,0,0
AGER_EST,L11.616D,NI-W3,N19,W,Niche incendie NIW-003 - Tunnel de Boissy,BOISSY,"48.749416,2.515313",incendie,0,0,0
AGER_EST,L11.617E,NI-W4,N19,W,Niche incendie NIW-004 - Tunnel de Boissy,BOISSY,"48.750824,2.514650",incendie,0,0,0
AGER_EST,L11.618F,NI-W5,N19,W,Niche incendie NIW-005 - Tunnel de Boissy,BOISSY,"48.752040,2.513731",incendie,0,0,0
AGER_EST,L11.619G,NI-W6,N19,W,Niche incendie NIW-006 - Tunnel de Boissy,BOISSY,"48.753048,2.512668",incendie,1,0,0
AGER_SUD,L11.643K,NSY-001/ORLY,N7,Y,Niche sécurité NSY-001 - PAU TY02A - Tunnel d'Orly,ORLY,"48.729250,2.368066",sécurité,0,2,1
AGER_SUD,L11.646N,NSY-002/ORLY,N7,Y,Niche sécurité NSY-002 - PAU TY02B - Tunnel d'Orly,ORLY,"48.727970,2.368643",sécurité,0,2,1
AGER_SUD,L11.648R,NSY-003/ORLY,N7,Y,Niche sécurité NSY-003 - PAU TY02C - Tunnel d'Orly,ORLY,"48.726074,2.369342",sécurité,0,2,1
AGER_SUD,L11.649S,NSY-004/ORLY,N7,Y,Niche sécurité NSY-004 - PAU TY03A - Tunnel d'Orly,ORLY,"48.723164,2.370407",sécurité,0,2,1
AGER_SUD,L11.652V,NSY-005/ORLY,N7,Y,Niche sécurité NSY-005 - PAU TY03B - Tunnel d'Orly,ORLY,"48.721676,2.370542",sécurité,0,0,1
AGER_SUD,L11.654X,NSY-006/ORLY,N7,Y,Niche sécurité NSY-006 - PAU TY03C - Tunnel d'Orly,ORLY,"48.720100,2.370580",sécurité,0,2,1
AGER_SUD,L11.655Y,NSW-006/ORLY,N7,W,Niche sécurité NSW-006 - PAU TY03R - Tunnel d'Orly,ORLY,"48.720070,2.370874",sécurité,0,2,1
AGER_SUD,L11.658D,NSW-005/ORLY,N7,W,Niche sécurité NSW-005 - PAU TY03S - Tunnel d'Orly,ORLY,"48.721760,2.370866",sécurité,0,0,1
AGER_SUD,L11.661G,NSW-004/ORLY,N7,W,Niche sécurité NSW-004 - PAU TY03T - Tunnel d'Orly,ORLY,"48.723200,2.370701",sécurité,0,2,1
AGER_SUD,L11.662H,NSW-003/ORLY,N7,W,Niche sécurité NSW-003 - PAU TY02R - Tunnel d'Orly,ORLY,"48.726044,2.369661",sécurité,0,2,1
AGER_SUD,L11.664K,NSW-002/ORLY,N7,W,Niche sécurité NSW-002 - PAU TY02S - Tunnel d'Orly,ORLY,"48.727966,2.368826",sécurité,0,2,1
AGER_SUD,L11.666M,NSW-001/ORLY,N7,W,Niche sécurité NSW-001 - PAU TY02T - Tunnel d'Orly,ORLY,"48.729250,2.368293",sécurité,0,2,1
AGER_EST,L11.742D,NSY-001/CHA,A4,Y,Niche sécurité NSY-001 - PAU MZ08A - Tunnel Dreyer,CHAMPIGNY,"48.828608,2.501019",sécurité,1,2,1
AGER_EST,L11.769K,NSE/SAUSSAIE,A86EST,E,Niche sécurité en entrée - PAU RE45U - Couverture de la Saussaie,MOULIN,"48.769161,2.379617",sécurité,1,2,1
AGER_EST,L11.771M,NSS/SAUSSAIE,A86EST,E,Niche sécurité en sortie - PAU RE45V - Couverture de la Saussaie,MOULIN,,sécurité,1,2,1
AGER_NORD,L11.804C,NSI-007/BOB,A86NORD,I,Niche sécurité NSI-007 - PAU RN21F - Tunnel de Bobigny,BOBIGNY,,sécurité,1,2,1
AGER_NORD,L11.805D,NSI-009/BOB,A86NORD,I,Niche sécurité NSI-009 - PAU RN21G - Tunnel de Bobigny,BOBIGNY,,sécurité,1,2,1
AGER_NORD,L11.806E,NSI-012/BOB,A86NORD,I,Niche sécurité NSI-012 - PAU RN21H - Tunnel de Bobigny,BOBIGNY,,sécurité,1,2,1
AGER_NORD,L11.807F,NSE-007/BOB,A86NORD,E,Niche sécurité NSE-007 - PAU RN21V - Tunnel de Bobigny,BOBIGNY,,sécurité,1,2,1
AGER_NORD,L11.808G,NSE-011/BOB,A86NORD,E,Niche sécurité NSE-011 - PAU RN20W - Tunnel de Bobigny,BOBIGNY,,sécurité,1,2,1
AGER_NORD,L11.809H,NSE-009/BOB,A86NORD,E,Niche sécurité NSE-009 - PAU RN21W - Tunnel de Bobigny,BOBIGNY,,sécurité,1,2,1
AGER_NORD,L11.811K,NSI-005/BOB,A86NORD,I,Niche sécurité NSI-005 - PAU RN20F - Tunnel de Bobigny,BOBIGNY,,sécurité,1,2,1
AGER_OUEST_N,L11.861U,NSW-001/TRI,N192,W,Niche sécurité NSW-001 - PAU NG01T - Tunnel Trinity,TRINITY,,sécurité,1,2,1
AGER_OUEST_N,L11.862V,NSW-002/TRI,N192,W,Niche sécurité NSW-002 - PAU NG01S - Tunnel Trinity,TRINITY,,sécurité,1,2,1
AGER_OUEST_N,L11.863W,NSY-001/TRI,N192,Y,Niche sécurité NSY-001 - PAU NG01A - Tunnel Trinity,TRINITY,,sécurité,1,2,1
AGER_OUEST_N,L11.864X,NSY-002/TRI,N192,Y,Niche sécurité NSY-002 - PAU NG01B - Tunnel Trinity,TRINITY,,sécurité,1,2,1
AGER_EST,L11.902T,PN6-W,N19,W,Niche Inspection PN6-W - Tunnel de Boissy,BOISSY,"48.745673,2.514443",Inspection,0,0,0
AGER_EST,L11.903U,PN7-W,N19,W,Niche Inspection PN7-W - Tunnel de Boissy,BOISSY,"48.744692,2.514120",Inspection,0,0,0
AGER_EST,L11.904V,PN8-W,N19,W,Niche Inspection PN8-W - Tunnel de Boissy,BOISSY,"48.743360,2.513684",Inspection,0,0,0
AGER_EST,L11.905W,PN9-W,N19,W,Niche Inspection PN9-W - Tunnel de Boissy,BOISSY,"48.742107,2.513751",Inspection,0,0,0
AGER_EST,L11.906X,PN6-Y,N19,Y,Niche Inspection PN6-Y - Tunnel de Boissy,BOISSY,"48.745716,2.514008",Inspection,0,0,0
AGER_EST,L11.907Y,PN7-Y,N19,Y,Niche Inspection PN7-Y - Tunnel de Boissy,BOISSY,"48.744740,2.513698",Inspection,0,0,0
AGER_EST,L11.908A,PN8-Y,N19,Y,Niche Inspection PN8-Y - Tunnel de Boissy,BOISSY,"48.743428,2.513263",Inspection,0,0,0
AGER_EST,L11.909C,PN9-Y,N19,Y,Niche Inspection PN9-Y - Tunnel de Boissy,BOISSY,"48.742012,2.513249",Inspection,0,0,0
AGER_OUEST_B,L11.938L,NSY-002/FON,A12,Y,Niche sécurité NSY-002 - PAU LR05C - Tunnel de Fontenay,FONTENAY,"48.806040,2.051010",sécurité,0,2,1
AGER_OUEST_B,L11.939M,NS-421a/FON,A12,Y,Niche incendie de l'issue de secours n°421a,FONTENAY,"48.806040,2.051010",incendie,0,0,0
AGER_OUEST_B,L11.941P,NSY-003/FON,A12,Y,Niche sécurité NSY-003 - PAU LR05D - Tunnel de Fontenay,FONTENAY,"48.805515,2.050474",sécurité,0,2,1
AGER_OUEST_B,L11.942R,NS-421b/FON,A12,Y,Niche incendie de l'issue de secours n°421b,FONTENAY,"48.805515,2.050474",incendie,0,0,0
AGER_OUEST_B,L11.943S,NSW-002/FON,A12,W,Niche sécurité NSW-002 - PAU LR05T - Tunnel de Fontenay,FONTENAY,"48.805294,2.050994",sécurité,0,2,1
AGER_OUEST_B,L11.944T,NS-423a/FON,A12,W,Niche incendie de l'issue de secours n°423a,FONTENAY,"48.805294,2.050994",incendie,0,0,0
AGER_OUEST_B,L11.945U,NSW-003/FON,A12,W,Niche sécurité NSW-003 - PAU LR05U - Tunnel de Fontenay,FONTENAY,"48.805843,2.051530",sécurité,0,2,1
AGER_OUEST_B,L11.946V,NS-423b/FON,A12,W,Niche incendie de l'issue de secours n°423b,FONTENAY,"48.805843,2.051530",incendie,0,0,0
AGER_OUEST_B,L11.947W,NSEY/FON,A12,Y,Niche sécurité - Entré Y - PAU LR05A - Tunnel de Fontenay,FONTENAY,"48.807095,2.051986",sécurité,1,2,1
AGER_OUEST_B,L11.948X,NSSY/FON,A12,Y,Niche sécurité - Sortie Y - PAU LR05F - Tunnel de Fontenay,FONTENAY,"48.803932,2.049182",sécurité,0,2,1
AGER_OUEST_B,L11.949Y,NSEW/FON,A12,W,Niche sécurité - Entré W - PAU LR05R - Tunnel de Fontenay,FONTENAY,"48.803936,2.049612",sécurité,1,2,1
AGER_OUEST_B,L11.951C,NSSW/FON,A12,W,Niche sécurité - Sortie W - PAU LR05W - Tunnel de Fontenay,FONTENAY,"48.806843,2.052555",sécurité,0,2,1
AGER_OUEST_N,L11.959L,NAN-NSEE/DEF,A86OUEST,E,Niche sécurité NSEE/NAN - PAU RW80R - Tunnel de Nanterre-La Défense,NANTERRE_CENTRE,"48.902800,2.204336",sécurité,0,0,0
